Name;Surname;SID;GPA;Grade;Credits;email;password;SFID;Major
Darron;Monte;44554;1.16;4;132;dmonte@du.edu.tr;DM44554;2;Chemical and Biological Engineering 
Darryl;Monty;44555;2.54;3;85;dmonty@du.edu.tr;DM44555;0;Molecular Biology and Genetics
Darwin;Moon;44556;2.03;2;67;dmoon@du.edu.tr;DM44556;4;Philosophy
Daryl;Mora;44557;3.56;3;102;dmora@du.edu.tr;DM44557;2;Industrial Engineering
Dave;Morgan;44558;2.69;4;115;dmorgan@du.edu.tr;DM44558;4;Comparative Literature
David;Moriah;44559;1.65;3;105;dmoriah@du.edu.tr;DM44559;0;Physics
Davida;Morris;44560;3.78;4;134;dmorris@du.edu.tr;DM44560;1;Business Administration
Davina;Morton;44561;3.28;3;93;dmorton@du.edu.tr;DM44561;4;History
Davis;Mose;44562;3.56;2;40;dmose@du.edu.tr;DM44562;3;Law
Dawn;Moses;44563;3.27;4;122;dmoses@du.edu.tr;DM44563;2;Mechanical Engineering
Dawna;Moshe;44564;4;3;95;dmoshe@du.edu.tr;DM44564;2;Mechanical Engineering
Dawne;Mozell;44565;3.05;3;102;dmozell@du.edu.tr;DM44565;1;Business Administration
Dayle;Mozella;44566;3.89;2;57;dmozella@du.edu.tr;DM44566;0;Mathematics
Dayna;Mozelle;44567;1.28;1;33;dmozelle@du.edu.tr;DM44567;3;Law
Daysi;Mui;44568;2.71;3;84;dmui@du.edu.tr;DM44568;0;Mathematics
Deadra;Muoi;44569;1.95;1;16;dmuoi@du.edu.tr;DM44569;1;International Relations
Dean;Muriel;44570;1.44;2;60;dmuriel@du.edu.tr;DM44570;3;Law
Deana;Murray;44571;1.26;1;35;dmurray@du.edu.tr;DM44571;4;Philosophy
Deandra;My;44572;1.76;3;102;dmy@du.edu.tr;DM44572;1;International Relations
Deandre;Myesha;44573;1.9;4;127;dmyesha@du.edu.tr;DM44573;3;Law
Deandrea;Myles;44574;2.17;1;20;dmyles@du.edu.tr;DM44574;1;Business Administration
Deane;Myong;44575;3.22;3;73;dmyong@du.edu.tr;DM44575;4;History
Deangelo;Myra;44576;1.57;4;111;dmyra@du.edu.tr;DM44576;2;Industrial Engineering
Deann;Myriam;44577;2.11;2;54;dmyriam@du.edu.tr;DM44577;2;Electrical and Electronics Engineering
Deanna;Myrl;44578;3.61;3;99;dmyrl@du.edu.tr;DM44578;3;Law
Deanne;Myrle;44579;2.25;2;52;dmyrle@du.edu.tr;DM44579;4;Comparative Literature
Deb;Myrna;44580;3.01;4;132;dmyrna@du.edu.tr;DM44580;3;Law
Debbi;Myron;44581;3.26;1;8;dmyron@du.edu.tr;DM44581;0;Molecular Biology and Genetics
Debbie;Myrta;44582;2.5;2;57;dmyrta@du.edu.tr;DM44582;3;Law
Debbra;Myrtice;44583;3.88;2;43;dmyrtice@du.edu.tr;DM44583;2;Industrial Engineering
Debby;Myrtie;44584;2.42;1;12;dmyrtie@du.edu.tr;DM44584;4;Psychology
Debera;Myrtis;44585;3.29;4;123;dmyrtis@du.edu.tr;DM44585;2;Chemical and Biological Engineering 
Debi;Myrtle;44586;3.26;4;122;dmyrtle@du.edu.tr;DM44586;4;Media and Visual Arts
Debora;Myung;44587;1.45;1;2;dmyung@du.edu.tr;DM44587;0;Chemistry
Deborah;Na;44588;2.72;4;111;dna@du.edu.tr;DN44588;3;Law
Debra;Nada;44589;2.27;4;118;dnada@du.edu.tr;DN44589;0;Physics
Debrah;Nadene;44590;2.85;3;100;dnadene@du.edu.tr;DN44590;1;International Relations
Debroah;Nadia;44591;4;2;65;dnadia@du.edu.tr;DN44591;1;Business Administration
Dede;Nadine;44592;1.76;2;51;dnadine@du.edu.tr;DN44592;1;International Relations
Dedra;Naida;44593;3.17;3;103;dnaida@du.edu.tr;DN44593;2;Industrial Engineering
Dee;Nakesha;44594;1.38;3;73;dnakesha@du.edu.tr;DN44594;1;Economy
Deeann;Nakia;44595;2.42;4;116;dnakia@du.edu.tr;DN44595;2;Chemical and Biological Engineering 
Deeanna;Nakisha;44596;3.74;3;86;dnakisha@du.edu.tr;DN44596;2;Electrical and Electronics Engineering
Deedee;Nakita;44597;3.64;2;43;dnakita@du.edu.tr;DN44597;3;Law
Deedra;Nam;44598;1.77;2;47;dnam@du.edu.tr;DN44598;0;Physics
Deena;Nan;44599;3.11;3;76;dnan@du.edu.tr;DN44599;1;International Relations
Deetta;Nana;44600;2.24;4;111;dnana@du.edu.tr;DN44600;0;Chemistry
Deidra;Nancee;44601;2.53;2;55;dnancee@du.edu.tr;DN44601;2;Industrial Engineering
Deidre;Nancey;44602;2.32;4;139;dnancey@du.edu.tr;DN44602;1;Economy
Deirdre;Nanci;44603;2.92;3;99;dnanci@du.edu.tr;DN44603;0;Molecular Biology and Genetics
Deja;Nancie;44604;1.02;2;44;dnancie@du.edu.tr;DN44604;2;Mechanical Engineering
Del;Nancy;44605;1.89;3;78;dnancy@du.edu.tr;DN44605;4;Archaeology and History of Art
Delaine;Nanette;44606;3.79;2;66;dnanette@du.edu.tr;DN44606;3;Law
Delana;Nannette;44607;3.99;1;5;dnannette@du.edu.tr;DN44607;0;Physics
Delbert;Nannie;44608;3.76;3;73;dnannie@du.edu.tr;DN44608;2;Electrical and Electronics Engineering
Delcie;Naoma;44609;1.12;4;125;dnaoma@du.edu.tr;DN44609;4;Sociology
Delena;Naomi;44610;1.43;3;104;dnaomi@du.edu.tr;DN44610;0;Chemistry
Delfina;Napoleon;44611;3.71;1;4;dnapoleon@du.edu.tr;DN44611;1;Business Administration
Delia;Narcisa;44612;1.22;3;73;dnarcisa@du.edu.tr;DN44612;4;Media and Visual Arts
Delicia;Natacha;44613;3.33;3;91;dnatacha@du.edu.tr;DN44613;4;Media and Visual Arts
Delila;Natalia;44614;1.79;2;58;dnatalia@du.edu.tr;DN44614;1;Economy
Delilah;Natalie;44615;3.77;4;116;dnatalie@du.edu.tr;DN44615;1;International Relations
Delinda;Natalya;44616;3.58;2;66;dnatalya@du.edu.tr;DN44616;2;Electrical and Electronics Engineering
Delisa;Natasha;44617;1.13;3;79;dnatasha@du.edu.tr;DN44617;2;Mechanical Engineering
Dell;Natashia;44618;3.25;1;20;dnatashia@du.edu.tr;DN44618;3;Law
Della;Nathalie;44619;2.32;4;123;dnathalie@du.edu.tr;DN44619;2;Chemical and Biological Engineering 
Delma;Nathan;44620;3.73;3;77;dnathan@du.edu.tr;DN44620;4;History
Delmar;Nathanael;44621;1.87;2;46;dnathanael@du.edu.tr;DN44621;2;Electrical and Electronics Engineering
Delmer;Nathanial;44622;2.86;1;34;dnathanial@du.edu.tr;DN44622;0;Physics
Delmy;Nathaniel;44623;1.72;2;47;dnathaniel@du.edu.tr;DN44623;4;Psychology
Delois;Natisha;44624;2.15;3;95;dnatisha@du.edu.tr;DN44624;0;Physics
Deloise;Natividad;44625;1.2;4;115;dnatividad@du.edu.tr;DN44625;4;Archaeology and History of Art
Delora;Natosha;44626;1.89;1;31;dnatosha@du.edu.tr;DN44626;4;History
Deloras;Neal;44627;2.07;1;18;dneal@du.edu.tr;DN44627;1;Economy
Delores;Necole;44628;2.46;3;83;dnecole@du.edu.tr;DN44628;2;Computer Engineering
Deloris;Ned;44629;2.38;4;122;dned@du.edu.tr;DN44629;2;Computer Engineering
Delorse;Neda;44630;2.05;3;72;dneda@du.edu.tr;DN44630;1;International Relations
Delpha;Nedra;44631;3.06;4;138;dnedra@du.edu.tr;DN44631;0;Chemistry
Delphia;Neely;44632;1.28;2;63;dneely@du.edu.tr;DN44632;3;Law
Delphine;Neida;44633;2.08;4;140;dneida@du.edu.tr;DN44633;0;Mathematics
Delsie;Neil;44634;1.29;4;115;dneil@du.edu.tr;DN44634;4;Psychology
Delta;Nelda;44635;1.06;1;35;dnelda@du.edu.tr;DN44635;4;Psychology
Demarcus;Nelia;44636;1.9;3;83;dnelia@du.edu.tr;DN44636;0;Chemistry
Demetra;Nelida;44637;1.77;4;119;dnelida@du.edu.tr;DN44637;3;Law
Demetria;Nell;44638;1.83;1;21;dnell@du.edu.tr;DN44638;1;Economy
Demetrice;Nella;44639;3.33;3;92;dnella@du.edu.tr;DN44639;1;Economy
Demetrius;Nelle;44640;2.61;4;110;dnelle@du.edu.tr;DN44640;2;Chemical and Biological Engineering 
Dena;Nellie;44641;2.24;3;105;dnellie@du.edu.tr;DN44641;2;Industrial Engineering
Denae;Nelly;44642;3.2;4;124;dnelly@du.edu.tr;DN44642;4;Archaeology and History of Art
Deneen;Nelson;44643;2.74;2;63;dnelson@du.edu.tr;DN44643;3;Law
Denese;Nena;44644;1.37;3;71;dnena@du.edu.tr;DN44644;0;Molecular Biology and Genetics
Denice;Nenita;44645;1.91;4;111;dnenita@du.edu.tr;DN44645;4;Sociology
Denis;Neoma;44646;2.36;3;101;dneoma@du.edu.tr;DN44646;1;Economy
Denise;Neomi;44647;1.8;4;132;dneomi@du.edu.tr;DN44647;0;Mathematics
Denisha;Nereida;44648;2.52;2;61;dnereida@du.edu.tr;DN44648;4;Sociology
Denisse;Nerissa;44649;1.62;3;98;dnerissa@du.edu.tr;DN44649;0;Molecular Biology and Genetics
Denita;Nery;44650;3.82;3;71;dnery@du.edu.tr;DN44650;0;Mathematics
Denna;Nestor;44651;3.41;2;49;dnestor@du.edu.tr;DN44651;3;Law
Dennis;Neta;44652;2.79;2;62;dneta@du.edu.tr;DN44652;0;Molecular Biology and Genetics
Dennise;Nettie;44653;3.98;1;34;dnettie@du.edu.tr;DN44653;3;Law
Denny;Neva;44654;2.83;1;1;dneva@du.edu.tr;DN44654;0;Molecular Biology and Genetics
Denver;Nevada;44655;3.97;3;89;dnevada@du.edu.tr;DN44655;2;Mechanical Engineering
Denyse;Neville;44656;3.92;4;112;dneville@du.edu.tr;DN44656;4;Media and Visual Arts
Deon;Newton;44657;2.33;1;34;dnewton@du.edu.tr;DN44657;4;Archaeology and History of Art
Deonna;Nga;44658;1.99;1;8;dnga@du.edu.tr;DN44658;4;Comparative Literature
Derek;Ngan;44659;3.62;4;122;dngan@du.edu.tr;DN44659;0;Chemistry
Derick;Ngoc;44660;3.2;1;4;dngoc@du.edu.tr;DN44660;2;Computer Engineering
Derrick;Nguyet;44661;3.7;4;133;dnguyet@du.edu.tr;DN44661;4;Sociology
Deshawn;Nia;44662;2.67;2;66;dnia@du.edu.tr;DN44662;2;Chemical and Biological Engineering 
Desirae;Nichelle;44663;3.44;2;52;dnichelle@du.edu.tr;DN44663;3;Law
Desire;Nichol;44664;1.31;3;94;dnichol@du.edu.tr;DN44664;0;Physics
Desiree;Nicholas;44665;2.23;2;70;dnicholas@du.edu.tr;DN44665;2;Computer Engineering
Desmond;Nichole;44666;1.92;4;109;dnichole@du.edu.tr;DN44666;2;Mechanical Engineering
Despina;Nicholle;44667;1.94;3;83;dnicholle@du.edu.tr;DN44667;1;Business Administration
Dessie;Nick;44668;3.62;2;55;dnick@du.edu.tr;DN44668;2;Chemical and Biological Engineering 
Destiny;Nicki;44669;1.69;2;53;dnicki@du.edu.tr;DN44669;1;Business Administration
Detra;Nickie;44670;2.54;1;13;dnickie@du.edu.tr;DN44670;4;Sociology
Devin;Nickolas;44671;3.97;1;8;dnickolas@du.edu.tr;DN44671;1;Economy
Devon;Nickole;44672;3.27;4;106;dnickole@du.edu.tr;DN44672;3;Law
Devona;Nicky;44673;2.9;2;50;dnicky@du.edu.tr;DN44673;0;Molecular Biology and Genetics
Devora;Nicol;44674;1.97;1;23;dnicol@du.edu.tr;DN44674;4;Philosophy
Devorah;Nicola;44675;2.48;1;31;dnicola@du.edu.tr;DN44675;3;Law
Dewayne;Nicolas;44676;1.28;3;98;dnicolas@du.edu.tr;DN44676;4;Archaeology and History of Art
Dewey;Nicolasa;44677;3.91;2;51;dnicolasa@du.edu.tr;DN44677;3;Law
Dewitt;Nicole;44678;2.78;1;11;dnicole@du.edu.tr;DN44678;1;International Relations
Dexter;Nicolette;44679;3.51;1;28;dnicolette@du.edu.tr;DN44679;1;Business Administration
Dia;Nicolle;44680;3.88;1;8;dnicolle@du.edu.tr;DN44680;4;Philosophy
Diamond;Nida;44681;2.78;3;80;dnida@du.edu.tr;DN44681;0;Molecular Biology and Genetics
Dian;Nidia;44682;2.51;3;102;dnidia@du.edu.tr;DN44682;3;Law
Diana;Niesha;44683;1.29;3;74;dniesha@du.edu.tr;DN44683;3;Law
Diane;Nieves;44684;1.43;3;105;dnieves@du.edu.tr;DN44684;4;Philosophy
Diann;Nigel;44685;2;4;125;dnigel@du.edu.tr;DN44685;3;Law
Dianna;Niki;44686;3.86;4;119;dniki@du.edu.tr;DN44686;0;Physics
Dianne;Nikia;44687;1.82;3;78;dnikia@du.edu.tr;DN44687;0;Chemistry
Dick;Nikita;44688;3.27;4;121;dnikita@du.edu.tr;DN44688;4;Philosophy
Diedra;Nikki;44689;2;2;64;dnikki@du.edu.tr;DN44689;0;Physics
Diedre;Nikole;44690;3.95;3;75;dnikole@du.edu.tr;DN44690;2;Electrical and Electronics Engineering
Diego;Nila;44691;1.3;2;51;dnila@du.edu.tr;DN44691;2;Computer Engineering
Dierdre;Nilda;44692;1.03;3;75;dnilda@du.edu.tr;DN44692;1;Economy
Digna;Nilsa;44693;3.05;1;20;dnilsa@du.edu.tr;DN44693;0;Physics
Dillon;Nina;44694;2.46;3;94;dnina@du.edu.tr;DN44694;0;Chemistry
Dimple;Ninfa;44695;3.47;3;89;dninfa@du.edu.tr;DN44695;4;Archaeology and History of Art
Dina;Nisha;44696;1.84;1;3;dnisha@du.edu.tr;DN44696;4;Comparative Literature
Dinah;Nita;44697;2.87;2;58;dnita@du.edu.tr;DN44697;4;History
Dino;Noah;44698;3.79;4;132;dnoah@du.edu.tr;DN44698;0;Mathematics
Dinorah;Noble;44699;1.44;4;127;dnoble@du.edu.tr;DN44699;1;Business Administration
Dion;Nobuko;44700;3.02;1;3;dnobuko@du.edu.tr;DN44700;4;Sociology
Dione;Noe;44701;2.36;4;133;dnoe@du.edu.tr;DN44701;3;Law
Dionna;Noel;44702;3.48;4;117;dnoel@du.edu.tr;DN44702;2;Industrial Engineering
Dionne;Noelia;44703;3.92;4;130;dnoelia@du.edu.tr;DN44703;3;Law
Dirk;Noella;44704;3.85;3;101;dnoella@du.edu.tr;DN44704;2;Industrial Engineering
Divina;Noelle;44705;2.53;1;9;dnoelle@du.edu.tr;DN44705;0;Chemistry
Dixie;Noemi;44706;1.41;4;135;dnoemi@du.edu.tr;DN44706;0;Mathematics
Dodie;Nohemi;44707;3.91;3;96;dnohemi@du.edu.tr;DN44707;3;Law
Dollie;Nola;44708;2.42;1;27;dnola@du.edu.tr;DN44708;1;Business Administration
Dolly;Nolan;44709;2.05;3;97;dnolan@du.edu.tr;DN44709;1;Economy
Dolores;Noma;44710;1.28;4;117;dnoma@du.edu.tr;DN44710;2;Chemical and Biological Engineering 
Doloris;Nona;44711;3.07;2;41;dnona@du.edu.tr;DN44711;2;Mechanical Engineering
Domenic;Nora;44712;1.14;1;31;dnora@du.edu.tr;DN44712;4;Media and Visual Arts
Domenica;Norah;44713;3.15;4;112;dnorah@du.edu.tr;DN44713;0;Chemistry
Dominga;Norbert;44714;1.03;4;110;dnorbert@du.edu.tr;DN44714;1;International Relations
Domingo;Norberto;44715;1.07;1;15;dnorberto@du.edu.tr;DN44715;3;Law
Dominic;Noreen;44716;2.02;3;75;dnoreen@du.edu.tr;DN44716;1;Economy
Dominica;Norene;44717;2;4;128;dnorene@du.edu.tr;DN44717;2;Chemical and Biological Engineering 
Dominick;Noriko;44718;2.47;2;36;dnoriko@du.edu.tr;DN44718;0;Molecular Biology and Genetics
Dominique;Norine;44719;2.78;3;85;dnorine@du.edu.tr;DN44719;0;Physics
Dominque;Norma;44720;3.58;2;42;dnorma@du.edu.tr;DN44720;0;Physics
Domitila;Norman;44721;2.64;4;116;dnorman@du.edu.tr;DN44721;1;Economy
Domonique;Normand;44722;1.04;4;109;dnormand@du.edu.tr;DN44722;1;Economy
Don;Norris;44723;3.71;4;116;dnorris@du.edu.tr;DN44723;2;Electrical and Electronics Engineering
Dona;Nova;44724;3.11;4;137;dnova@du.edu.tr;DN44724;4;Psychology
Donald;Novella;44725;3.47;4;127;dnovella@du.edu.tr;DN44725;4;Archaeology and History of Art
Donella;Nu;44726;2.16;1;2;dnu@du.edu.tr;DN44726;3;Law
Donetta;Nubia;44727;1.1;3;85;dnubia@du.edu.tr;DN44727;2;Mechanical Engineering
Donette;Numbers;44728;2.76;1;24;dnumbers@du.edu.tr;DN44728;0;Molecular Biology and Genetics
Dong;Nydia;44729;3.36;2;42;dnydia@du.edu.tr;DN44729;0;Chemistry
Donita;Nyla;44730;2.87;3;79;dnyla@du.edu.tr;DN44730;3;Law
Donn;Obdulia;44731;1.64;3;90;dobdulia@du.edu.tr;DO44731;1;International Relations
Donna;Ocie;44732;1.33;1;21;docie@du.edu.tr;DO44732;3;Law
Donnell;Octavia;44733;2.05;1;29;doctavia@du.edu.tr;DO44733;0;Mathematics
Donnetta;Octavio;44734;2.54;3;72;doctavio@du.edu.tr;DO44734;4;Media and Visual Arts
Donnette;Oda;44735;2.73;1;16;doda@du.edu.tr;DO44735;2;Computer Engineering
Donnie;Odelia;44736;2.3;2;40;dodelia@du.edu.tr;DO44736;2;Electrical and Electronics Engineering
Donny;Odell;44737;2.95;2;43;dodell@du.edu.tr;DO44737;1;Economy
Donovan;Odessa;44738;3.05;3;96;dodessa@du.edu.tr;DO44738;0;Mathematics
Donte;Odette;44739;1.62;2;63;dodette@du.edu.tr;DO44739;2;Electrical and Electronics Engineering
Donya;Odilia;44740;1.34;1;6;dodilia@du.edu.tr;DO44740;0;Chemistry
Dora;Odis;44741;2.26;1;28;dodis@du.edu.tr;DO44741;4;History
Dorathy;Ofelia;44742;1.84;3;101;dofelia@du.edu.tr;DO44742;3;Law
Dorcas;Ok;44743;3.99;3;96;dok@du.edu.tr;DO44743;1;Economy
Doreatha;Ola;44744;2.45;1;12;dola@du.edu.tr;DO44744;1;Economy
Doreen;Olen;44745;3.13;4;114;dolen@du.edu.tr;DO44745;1;Economy
Dorene;Olene;44746;2.74;4;120;dolene@du.edu.tr;DO44746;0;Physics
Doretha;Oleta;44747;1.38;3;77;doleta@du.edu.tr;DO44747;4;Comparative Literature
Dorethea;Olevia;44748;3.98;2;46;dolevia@du.edu.tr;DO44748;0;Chemistry
Doretta;Olga;44749;2;2;39;dolga@du.edu.tr;DO44749;3;Law
Dori;Olimpia;44750;1.78;1;11;dolimpia@du.edu.tr;DO44750;2;Industrial Engineering
Doria;Olin;44751;3.12;2;51;dolin@du.edu.tr;DO44751;0;Physics
Dorian;Olinda;44752;2.2;4;113;dolinda@du.edu.tr;DO44752;2;Industrial Engineering
Dorie;Oliva;44753;1.65;2;54;doliva@du.edu.tr;DO44753;4;Sociology
Dorinda;Olive;44754;2.07;2;52;dolive@du.edu.tr;DO44754;2;Mechanical Engineering
Dorine;Oliver;44755;2.57;4;119;doliver@du.edu.tr;DO44755;1;Economy
Doris;Olivia;44756;3.67;2;43;dolivia@du.edu.tr;DO44756;0;Molecular Biology and Genetics
Dorla;Ollie;44757;3.54;1;8;dollie@du.edu.tr;DO44757;4;Comparative Literature
Dorotha;Olympia;44758;3.55;3;99;dolympia@du.edu.tr;DO44758;3;Law
Dorothea;Oma;44759;1.14;2;60;doma@du.edu.tr;DO44759;4;Media and Visual Arts
Dorothy;Omar;44760;2.11;1;19;domar@du.edu.tr;DO44760;3;Law
Dorris;Omega;44761;2.55;2;43;domega@du.edu.tr;DO44761;3;Law
Dorsey;Omer;44762;1.06;1;28;domer@du.edu.tr;DO44762;2;Chemical and Biological Engineering 
Dortha;Ona;44763;1.15;3;80;dona@du.edu.tr;DO44763;1;Business Administration
Dorthea;Oneida;44764;2.77;4;115;doneida@du.edu.tr;DO44764;4;History
Dorthey;Onie;44765;2.57;3;96;donie@du.edu.tr;DO44765;3;Law
Dorthy;Onita;44766;3.6;1;13;donita@du.edu.tr;DO44766;0;Mathematics
Dot;Opal;44767;3.77;3;101;dopal@du.edu.tr;DO44767;0;Molecular Biology and Genetics
Dottie;Ophelia;44768;1.54;1;2;dophelia@du.edu.tr;DO44768;2;Electrical and Electronics Engineering
Dotty;Ora;44769;3.45;1;25;dora@du.edu.tr;DO44769;4;Comparative Literature
Doug;Oralee;44770;1.48;2;56;doralee@du.edu.tr;DO44770;0;Mathematics
Douglas;Oralia;44771;3.91;4;136;doralia@du.edu.tr;DO44771;0;Molecular Biology and Genetics
Douglass;Oren;44772;2.59;3;105;doren@du.edu.tr;DO44772;3;Law
Dovie;Oretha;44773;1.42;4;125;doretha@du.edu.tr;DO44773;3;Law
Doyle;Orlando;44774;1.68;4;137;dorlando@du.edu.tr;DO44774;4;Psychology
Dreama;Orpha;44775;2.86;3;93;dorpha@du.edu.tr;DO44775;1;International Relations
Drema;Orval;44776;3.66;1;13;dorval@du.edu.tr;DO44776;4;Archaeology and History of Art
Drew;Orville;44777;3.89;3;71;dorville@du.edu.tr;DO44777;1;Business Administration
Drucilla;Oscar;44778;2.21;2;62;doscar@du.edu.tr;DO44778;4;Media and Visual Arts
Drusilla;Ossie;44779;2.94;3;71;dossie@du.edu.tr;DO44779;2;Computer Engineering
Duane;Osvaldo;44780;2.57;2;41;dosvaldo@du.edu.tr;DO44780;4;Psychology
Dudley;Oswaldo;44781;3.91;3;99;doswaldo@du.edu.tr;DO44781;4;Comparative Literature
Dulce;Otelia;44782;1.83;2;64;dotelia@du.edu.tr;DO44782;0;Chemistry
Dulcie;Otha;44783;3.28;1;6;dotha@du.edu.tr;DO44783;2;Computer Engineering
Duncan;Otilia;44784;1.03;4;126;dotilia@du.edu.tr;DO44784;3;Law
Dung;Otis;44785;2.89;1;10;dotis@du.edu.tr;DO44785;4;Media and Visual Arts
Dusti;Otto;44786;1.95;3;97;dotto@du.edu.tr;DO44786;3;Law
Dustin;Ouida;44787;3.07;3;76;douida@du.edu.tr;DO44787;3;Law
Dusty;Owen;44788;1.7;1;22;dowen@du.edu.tr;DO44788;4;Sociology
Dwain;Ozell;44789;1.79;2;44;dozell@du.edu.tr;DO44789;3;Law
Dwana;Ozella;44790;1.52;2;39;dozella@du.edu.tr;DO44790;2;Industrial Engineering
Dwayne;Ozie;44791;3.1;3;73;dozie@du.edu.tr;DO44791;4;Comparative Literature
Dwight;Pa;44792;2.65;1;26;dpa@du.edu.tr;DP44792;4;Sociology
Dyan;Pablo;44793;3.29;3;94;dpablo@du.edu.tr;DP44793;3;Law
Dylan;Page;44794;3.01;1;2;dpage@du.edu.tr;DP44794;2;Chemical and Biological Engineering 
Earl;Paige;44795;2.79;1;25;epaige@du.edu.tr;EP44795;0;Molecular Biology and Genetics
Earle;Palma;44796;3.79;3;79;epalma@du.edu.tr;EP44796;3;Law
Earlean;Palmer;44797;3.74;2;49;epalmer@du.edu.tr;EP44797;4;History
Earleen;Palmira;44798;3.24;2;55;epalmira@du.edu.tr;EP44798;0;Molecular Biology and Genetics
Earlene;Pam;44799;1.65;4;140;epam@du.edu.tr;EP44799;4;Archaeology and History of Art
Earlie;Pamala;44800;1.46;3;105;epamala@du.edu.tr;EP44800;3;Law
Earline;Pamela;44801;3.63;4;133;epamela@du.edu.tr;EP44801;3;Law
Earnest;Pamelia;44802;3.64;3;99;epamelia@du.edu.tr;EP44802;4;Archaeology and History of Art
Earnestine;Pamella;44803;2.47;3;72;epamella@du.edu.tr;EP44803;2;Computer Engineering
Eartha;Pamila;44804;2.29;3;79;epamila@du.edu.tr;EP44804;0;Molecular Biology and Genetics
Easter;Pamula;44805;2.71;2;50;epamula@du.edu.tr;EP44805;2;Computer Engineering
Eboni;Pandora;44806;2.4;4;130;epandora@du.edu.tr;EP44806;4;Media and Visual Arts
Ebonie;Pansy;44807;3.16;3;71;epansy@du.edu.tr;EP44807;2;Industrial Engineering
Ebony;Paola;44808;3.02;1;29;epaola@du.edu.tr;EP44808;2;Industrial Engineering
Echo;Paris;44809;3.85;1;3;eparis@du.edu.tr;EP44809;3;Law
Ed;Parker;44810;1.84;4;125;eparker@du.edu.tr;EP44810;4;History
Eda;Parthenia;44811;1.76;1;35;eparthenia@du.edu.tr;EP44811;4;Philosophy
Edda;Particia;44812;2.34;3;84;eparticia@du.edu.tr;EP44812;4;Psychology
Eddie;Pasquale;44813;1.88;1;19;epasquale@du.edu.tr;EP44813;1;International Relations
Eddy;Pasty;44814;3.3;1;32;epasty@du.edu.tr;EP44814;0;Chemistry
Edelmira;Pat;44815;2.88;3;81;epat@du.edu.tr;EP44815;4;Media and Visual Arts
Eden;Patience;44816;3.83;2;66;epatience@du.edu.tr;EP44816;0;Molecular Biology and Genetics
Edgar;Patria;44817;1.46;3;102;epatria@du.edu.tr;EP44817;0;Chemistry
Edgardo;Patrica;44818;3.7;1;25;epatrica@du.edu.tr;EP44818;4;Sociology
Edie;Patrice;44819;3.06;4;132;epatrice@du.edu.tr;EP44819;0;Physics
Edison;Patricia;44820;2.1;2;36;epatricia@du.edu.tr;EP44820;4;History
Edith;Patrick;44821;3.06;3;92;epatrick@du.edu.tr;EP44821;2;Mechanical Engineering
Edmond;Patrina;44822;1.1;4;122;epatrina@du.edu.tr;EP44822;1;Economy
Edmund;Patsy;44823;2.18;3;83;epatsy@du.edu.tr;EP44823;4;Media and Visual Arts
Edmundo;Patti;44824;1.18;1;32;epatti@du.edu.tr;EP44824;1;International Relations
Edna;Pattie;44825;2.44;4;120;epattie@du.edu.tr;EP44825;0;Physics
Edra;Patty;44826;1.5;2;59;epatty@du.edu.tr;EP44826;4;Comparative Literature
Edris;Paul;44827;2.34;2;62;epaul@du.edu.tr;EP44827;2;Chemical and Biological Engineering 
Eduardo;Paula;44828;3.5;2;57;epaula@du.edu.tr;EP44828;1;Business Administration
Edward;Paulene;44829;3.33;1;25;epaulene@du.edu.tr;EP44829;0;Chemistry
Edwardo;Pauletta;44830;3.87;2;37;epauletta@du.edu.tr;EP44830;2;Mechanical Engineering
Edwin;Paulette;44831;1.08;1;23;epaulette@du.edu.tr;EP44831;1;Business Administration
Edwina;Paulina;44832;3.41;4;113;epaulina@du.edu.tr;EP44832;2;Industrial Engineering
Edyth;Pauline;44833;2.48;2;42;epauline@du.edu.tr;EP44833;0;Physics
Edythe;Paulita;44834;2.43;4;138;epaulita@du.edu.tr;EP44834;3;Law
Effie;Paz;44835;1.62;4;140;epaz@du.edu.tr;EP44835;1;Economy
Efrain;Pearl;44836;2.65;1;32;epearl@du.edu.tr;EP44836;1;Economy
Efren;Pearle;44837;1.23;3;83;epearle@du.edu.tr;EP44837;1;Business Administration
Ehtel;Pearlene;44838;2.86;1;19;epearlene@du.edu.tr;EP44838;4;Philosophy
Eileen;Pearlie;44839;2.36;1;17;epearlie@du.edu.tr;EP44839;4;Psychology
Eilene;Pearline;44840;3.93;3;102;epearline@du.edu.tr;EP44840;2;Industrial Engineering
Ela;Pearly;44841;3.61;3;84;epearly@du.edu.tr;EP44841;1;Economy
Eladia;Pedro;44842;3.58;2;51;epedro@du.edu.tr;EP44842;1;International Relations
Elaina;Peg;44843;3;4;127;epeg@du.edu.tr;EP44843;3;Law
Elaine;Peggie;44844;3.13;2;38;epeggie@du.edu.tr;EP44844;1;International Relations
Elana;Peggy;44845;1.15;4;119;epeggy@du.edu.tr;EP44845;0;Chemistry
Elane;Pei;44846;3.31;1;27;epei@du.edu.tr;EP44846;0;Chemistry
Elanor;Penelope;44847;1.15;4;131;epenelope@du.edu.tr;EP44847;1;International Relations
Elayne;Penney;44848;2.02;1;13;epenney@du.edu.tr;EP44848;2;Electrical and Electronics Engineering
Elba;Penni;44849;2.39;1;13;epenni@du.edu.tr;EP44849;3;Law
Elbert;Pennie;44850;2.06;1;20;epennie@du.edu.tr;EP44850;3;Law
